"customer_id","recency_days","frequency","monetary_value","r_score","f_score","m_score","rfm_score_string","customer_segment"
"15209.0","729 days 19:24:00",1,178.98,1,1,1,"111",Hibernating
"15085.0","729 days 01:03:00",1,347.54,1,2,2,"122",Hibernating
"15642.0","729 days 00:59:00",1,105.78,1,1,1,"111",Hibernating
"16459.0","729 days 00:08:00",1,71.79,1,1,1,"111",Hibernating
"16663.0","728 days 23:38:00",1,165.00,1,1,1,"111",Hibernating
"12979.0","728 days 21:05:00",1,517.70,1,1,2,"112",Hibernating
"16901.0","728 days 20:20:00",1,204.26,1,1,1,"111",Hibernating
"15823.0","728 days 18:47:00",2,3867.17,1,2,4,"124",Other
"17487.0","727 days 21:44:00",1,160.55,1,1,1,"111",Hibernating
"13768.0","726 days 02:09:00",2,875.97,1,2,2,"122",Hibernating
"17066.0","725 days 23:26:00",1,228.34,1,1,1,"111",Hibernating
"13087.0","725 days 21:34:00",1,313.64,1,1,1,"111",Hibernating
"17910.0","725 days 20:46:00",1,261.70,1,1,1,"111",Hibernating
"14977.0","725 days 02:13:00",1,31.93,1,1,1,"111",Hibernating
"15534.0","725 days 00:02:00",1,162.25,1,1,1,"111",Hibernating
"17318.0","724 days 23:39:00",1,164.28,1,1,1,"111",Hibernating
"15188.0","724 days 23:20:00",1,310.43,1,1,1,"111",Hibernating
"14042.0","724 days 21:43:00",1,431.98,1,1,2,"112",Hibernating
"16280.0","724 days 21:01:00",1,238.05,1,1,1,"111",Hibernating
"16064.0","724 days 20:39:00",1,111.00,1,1,1,"111",Hibernating
"12992.0","724 days 20:04:00",1,93.35,1,1,1,"111",Hibernating
"15672.0","724 days 19:58:00",1,45.30,1,2,1,"121",Hibernating
"17012.0","724 days 19:16:00",1,384.16,1,1,2,"112",Hibernating
"17067.0","724 days 04:11:00",3,454.54,1,2,2,"122",Hibernating
"12941.0","723 days 23:38:00",1,377.49,1,2,2,"122",Hibernating
"16605.0","723 days 17:47:00",1,60.48,1,1,1,"111",Hibernating
"13289.0","723 days 00:57:00",1,307.95,1,1,1,"111",Hibernating
"15499.0","723 days 00:33:00",1,161.60,1,1,1,"111",Hibernating
"18012.0","722 days 23:34:00",1,115.30,1,1,1,"111",Hibernating
"17833.0","722 days 23:10:00",1,342.36,1,1,1,"111",Hibernating
"16195.0","722 days 22:41:00",1,323.25,1,1,1,"111",Hibernating
"16694.0","722 days 21:05:00",1,98.30,1,1,1,"111",Hibernating
"18201.0","722 days 03:55:00",1,447.53,1,1,2,"112",Hibernating
"18186.0","722 days 02:28:00",1,329.58,1,1,1,"111",Hibernating
"14095.0","722 days 00:01:00",1,2.95,1,1,1,"111",Hibernating
"16908.0","721 days 23:15:00",1,252.59,1,1,1,"111",Hibernating
"17103.0","721 days 22:42:00",1,424.30,1,1,2,"112",Hibernating
"16439.0","721 days 22:28:00",1,310.70,1,1,1,"111",Hibernating
"17927.0","721 days 01:47:00",1,294.00,1,1,1,"111",Hibernating
"15409.0","720 days 21:15:00",1,131.25,1,1,1,"111",Hibernating
"13847.0","719 days 02:09:00",1,310.72,1,1,1,"111",Hibernating
"13111.0","718 days 03:50:00",1,321.88,1,1,1,"111",Hibernating
"14969.0","703 days 00:07:00",1,906.23,1,1,3,"113",Other
"15324.0","700 days 22:13:00",1,140.22,1,2,1,"121",Hibernating
"18115.0","697 days 00:53:00",1,9.70,1,1,1,"111",Hibernating
"17945.0","696 days 01:10:00",3,359.50,1,2,2,"122",Hibernating
"13622.0","695 days 23:28:00",1,658.95,1,1,2,"112",Hibernating
"17352.0","695 days 20:37:00",1,36.25,1,1,1,"111",Hibernating
"14137.0","695 days 00:20:00",1,332.70,1,1,1,"111",Hibernating
"16304.0","694 days 04:20:00",1,381.66,1,1,2,"112",Hibernating
"12860.0","692 days 21:28:00",1,55.47,1,1,1,"111",Hibernating
"15413.0","691 days 01:17:00",5,6798.72,1,3,4,"134",Other
"13907.0","691 days 00:28:00",1,136.80,1,2,1,"121",Hibernating
"14892.0","690 days 03:52:00",1,202.35,1,1,1,"111",Hibernating
"15375.0","689 days 21:12:00",1,60.96,1,1,1,"111",Hibernating
"15697.0","689 days 03:40:00",1,246.75,1,1,1,"111",Hibernating
"16867.0","689 days 03:39:00",1,76.74,1,1,1,"111",Hibernating
"12470.0","689 days 01:49:00",1,211.95,1,1,1,"111",Hibernating
"13315.0","688 days 21:16:00",1,310.26,1,1,1,"111",Hibernating
"14983.0","688 days 19:18:00",1,183.20,1,1,1,"111",Hibernating
"13457.0","688 days 04:02:00",2,148.22,1,2,1,"121",Hibernating
"17875.0","687 days 21:20:00",1,167.10,1,1,1,"111",Hibernating
"14207.0","687 days 03:17:00",1,157.80,1,1,1,"111",Hibernating
"17794.0","686 days 02:32:00",2,147.30,1,2,1,"121",Hibernating
"14063.0","686 days 01:22:00",7,9471.50,1,4,4,"144",Other
"14274.0","685 days 23:59:00",1,256.60,1,1,1,"111",Hibernating
"16822.0","685 days 22:28:00",1,181.39,1,1,1,"111",Hibernating
"13036.0","684 days 01:15:00",1,307.10,1,1,1,"111",Hibernating
"14879.0","684 days 01:15:00",1,185.06,1,1,1,"111",Hibernating
"14070.0","684 days 00:23:00",1,326.55,1,1,1,"111",Hibernating
"14751.0","683 days 23:13:00",2,126.45,1,2,1,"121",Hibernating
"14519.0","683 days 01:32:00",2,206.09,1,2,1,"121",Hibernating
"18199.0","683 days 01:18:00",1,344.75,1,2,2,"122",Hibernating
"14376.0","682 days 21:14:00",1,167.06,1,1,1,"111",Hibernating
"12439.0","682 days 00:39:00",2,1158.18,1,2,3,"123",At-Risk
"16481.0","681 days 23:41:00",1,453.38,1,1,2,"112",Hibernating
"15959.0","681 days 20:12:00",3,579.49,1,2,2,"122",Hibernating
"16051.0","681 days 03:12:00",1,188.44,1,1,1,"111",Hibernating
"12869.0","681 days 00:40:00",1,337.67,1,1,1,"111",Hibernating
"17982.0","680 days 03:12:00",1,138.18,1,2,1,"121",Hibernating
"14613.0","679 days 23:48:00",1,76.32,1,1,1,"111",Hibernating
"14831.0","679 days 22:19:00",3,1676.57,1,3,3,"133",Other
"16137.0","679 days 21:46:00",1,422.70,1,1,2,"112",Hibernating
"15487.0","679 days 00:43:00",1,231.32,1,1,1,"111",Hibernating
"16802.0","678 days 23:06:00",2,582.61,1,2,2,"122",Hibernating
"16673.0","678 days 22:28:00",1,188.83,1,1,1,"111",Hibernating
"15588.0","677 days 00:31:00",1,579.60,1,1,2,"112",Hibernating
"13392.0","676 days 23:16:00",1,91.14,1,1,1,"111",Hibernating
"15338.0","676 days 22:25:00",1,283.43,1,1,1,"111",Hibernating
"14637.0","676 days 20:58:00",1,106.68,1,1,1,"111",Hibernating
"15317.0","676 days 20:55:00",1,129.75,1,1,1,"111",Hibernating
"13511.0","676 days 00:40:00",1,282.76,1,1,1,"111",Hibernating
"13628.0","675 days 22:06:00",1,310.14,1,1,1,"111",Hibernating
"18175.0","675 days 02:25:00",1,176.10,1,1,1,"111",Hibernating
"12848.0","675 days 00:05:00",1,208.00,1,1,1,"111",Hibernating
"13553.0","674 days 00:29:00",1,517.80,1,1,2,"112",Hibernating
"13757.0","674 days 00:13:00",1,195.55,1,1,1,"111",Hibernating
"12396.0","673 days 23:28:00",1,931.43,1,1,3,"113",Other
"14545.0","673 days 21:27:00",1,349.25,1,2,2,"122",Hibernating
"14151.0","672 days 21:15:00",2,679.45,1,2,2,"122",Hibernating
"17328.0","672 days 19:39:00",1,104.70,1,1,1,"111",Hibernating
"18267.0","672 days 04:07:00",1,269.37,1,1,1,"111",Hibernating
"13234.0","672 days 01:09:00",2,356.95,1,2,2,"122",Hibernating
"13009.0","672 days 00:28:00",1,234.00,1,1,1,"111",Hibernating
"16082.0","669 days 21:34:00",1,106.75,1,1,1,"111",Hibernating
"14884.0","668 days 23:54:00",1,120.60,1,1,1,"111",Hibernating
"18070.0","668 days 23:22:00",1,314.10,1,1,1,"111",Hibernating
"17319.0","668 days 21:03:00",1,29.10,1,1,1,"111",Hibernating
"17294.0","668 days 20:38:00",2,467.79,1,2,2,"122",Hibernating
"15892.0","668 days 20:27:00",1,128.20,1,1,1,"111",Hibernating
"13119.0","668 days 04:12:00",1,134.90,1,1,1,"111",Hibernating
"15082.0","668 days 02:27:00",1,93.35,1,1,1,"111",Hibernating
"17810.0","668 days 02:03:00",2,344.86,1,2,2,"122",Hibernating
"16436.0","667 days 23:31:00",3,329.34,1,2,1,"121",Hibernating
"16530.0","667 days 21:20:00",1,48.35,1,2,1,"121",Hibernating
"15176.0","667 days 02:14:00",1,988.04,1,1,3,"113",Other
"12776.0","667 days 00:39:00",1,27.50,1,1,1,"111",Hibernating
"17780.0","666 days 23:07:00",3,352.91,1,2,2,"122",Hibernating
"17575.0","666 days 23:02:00",1,171.70,1,1,1,"111",Hibernating
"13442.0","666 days 22:47:00",3,419.87,1,2,2,"122",Hibernating
"16577.0","666 days 03:05:00",1,380.00,1,1,2,"112",Hibernating
"15765.0","666 days 02:25:00",1,370.63,1,2,2,"122",Hibernating
"14072.0","666 days 00:19:00",1,390.85,1,1,2,"112",Hibernating
"14190.0","665 days 22:23:00",1,79.90,1,1,1,"111",Hibernating
"15293.0","665 days 00:56:00",1,247.50,1,1,1,"111",Hibernating
"17108.0","663 days 00:28:00",1,174.95,1,1,1,"111",Hibernating
"15964.0","662 days 21:20:00",1,272.96,1,1,1,"111",Hibernating
"14943.0","662 days 20:46:00",1,107.62,1,1,1,"111",Hibernating
"15359.0","662 days 02:03:00",8,181.35,1,4,1,"141",Other
"17136.0","661 days 23:37:00",1,213.83,1,1,1,"111",Hibernating
"15371.0","661 days 23:36:00",1,59.40,1,1,1,"111",Hibernating
"17662.0","661 days 03:12:00",2,412.92,1,2,2,"122",Hibernating
"14989.0","661 days 02:10:00",1,342.40,1,1,1,"111",Hibernating
"17778.0","661 days 00:06:00",1,197.70,1,1,1,"111",Hibernating
"15662.0","660 days 20:03:00",2,283.73,1,2,1,"121",Hibernating
"18285.0","660 days 02:26:00",1,377.00,1,2,2,"122",Hibernating
"14244.0","660 days 01:10:00",1,366.42,1,2,2,"122",Hibernating
"15693.0","658 days 22:13:00",1,37.50,1,1,1,"111",Hibernating
"17721.0","658 days 21:32:00",1,307.21,1,1,1,"111",Hibernating
"18153.0","658 days 21:00:00",1,246.22,1,1,1,"111",Hibernating
"14783.0","658 days 20:34:00",1,307.30,1,1,1,"111",Hibernating
"13604.0","658 days 00:48:00",1,717.62,1,1,2,"112",Hibernating
"13191.0","657 days 19:48:00",1,159.21,1,1,1,"111",Hibernating
"12416.0","656 days 02:31:00",1,202.56,1,1,1,"111",Hibernating
"15928.0","655 days 21:34:00",1,293.53,1,1,1,"111",Hibernating
"14602.0","655 days 21:03:00",1,205.36,1,1,1,"111",Hibernating
"17439.0","655 days 00:02:00",1,325.74,1,1,1,"111",Hibernating
"17195.0","654 days 23:45:00",1,562.98,1,1,2,"112",Hibernating
"14726.0","654 days 00:15:00",1,124.75,1,1,1,"111",Hibernating
"14558.0","653 days 23:59:00",3,655.50,1,2,2,"122",Hibernating
"15295.0","653 days 23:47:00",1,217.24,1,1,1,"111",Hibernating
"13490.0","653 days 22:02:00",1,154.25,1,1,1,"111",Hibernating
"14091.0","653 days 21:33:00",2,8045.08,1,2,4,"124",Other
"16388.0","653 days 02:30:00",1,186.05,1,1,1,"111",Hibernating
"13765.0","652 days 23:04:00",1,352.82,1,2,2,"122",Hibernating
"13944.0","652 days 21:48:00",1,200.43,1,1,1,"111",Hibernating
"13469.0","652 days 21:47:00",1,82.40,1,1,1,"111",Hibernating
"16118.0","652 days 03:10:00",1,4376.25,1,1,4,"114",Other
"14402.0","651 days 23:30:00",1,285.60,1,1,1,"111",Hibernating
"17207.0","651 days 17:42:00",1,302.37,1,1,1,"111",Hibernating
"15477.0","649 days 02:13:00",1,368.40,1,2,2,"122",Hibernating
"18046.0","649 days 01:14:00",1,189.63,1,1,1,"111",Hibernating
"15943.0","649 days 00:01:00",2,271.29,1,2,1,"121",Hibernating
"17209.0","648 days 20:49:00",3,611.60,1,2,2,"122",Hibernating
"14131.0","648 days 00:51:00",1,187.87,1,1,1,"111",Hibernating
"17305.0","648 days 00:03:00",1,2135.46,1,1,3,"113",Other
"16273.0","647 days 23:26:00",2,336.04,1,2,1,"121",Hibernating
"16731.0","647 days 21:45:00",1,174.05,1,1,1,"111",Hibernating
"17116.0","647 days 20:21:00",1,389.78,1,1,2,"112",Hibernating
"15927.0","646 days 23:25:00",1,123.39,1,1,1,"111",Hibernating
"17638.0","646 days 22:18:00",2,842.40,1,2,2,"122",Hibernating
"13793.0","646 days 04:25:00",1,96.00,1,1,1,"111",Hibernating
"18148.0","646 days 01:10:00",1,114.10,1,1,1,"111",Hibernating
"18152.0","645 days 21:24:00",1,426.69,1,1,2,"112",Hibernating
"16285.0","645 days 20:47:00",1,176.90,1,1,1,"111",Hibernating
"15875.0","645 days 19:59:00",1,111.72,1,2,1,"121",Hibernating
"13879.0","645 days 02:01:00",1,395.50,1,1,2,"112",Hibernating
"17577.0","644 days 23:49:00",2,348.75,1,2,2,"122",Hibernating
"14018.0","644 days 22:27:00",1,367.15,1,2,2,"122",Hibernating
"12568.0","644 days 03:35:00",1,52.00,1,2,1,"121",Hibernating
"15929.0","643 days 21:54:00",1,594.00,1,1,2,"112",Hibernating
"18253.0","642 days 00:12:00",1,317.88,1,1,1,"111",Hibernating
"15631.0","641 days 21:58:00",1,596.67,1,1,2,"112",Hibernating
"18029.0","641 days 21:20:00",1,433.77,1,1,2,"112",Hibernating
"14369.0","641 days 21:03:00",2,469.13,1,2,2,"122",Hibernating
"16534.0","641 days 21:03:00",1,635.90,1,1,2,"112",Hibernating
"16537.0","640 days 23:09:00",1,10.55,1,1,1,"111",Hibernating
"17488.0","640 days 22:43:00",1,336.50,1,1,1,"111",Hibernating
"13454.0","640 days 22:10:00",1,219.87,1,1,1,"111",Hibernating
"15250.0","640 days 05:15:00",1,60.00,1,1,1,"111",Hibernating
"13641.0","640 days 05:13:00",4,942.37,1,3,3,"133",Other
"12495.0","640 days 01:57:00",1,277.40,1,1,1,"111",Hibernating
"17907.0","640 days 00:17:00",1,291.76,1,1,1,"111",Hibernating
"13413.0","639 days 00:33:00",6,429.44,1,3,2,"132",At-Risk
"15558.0","638 days 21:25:00",1,214.13,1,1,1,"111",Hibernating
"12954.0","638 days 02:34:00",1,162.45,1,1,1,"111",Hibernating
"17065.0","637 days 01:09:00",2,194.70,1,2,1,"121",Hibernating
"12692.0","636 days 22:48:00",1,110.95,1,1,1,"111",Hibernating
"15941.0","636 days 22:05:00",1,405.00,1,1,2,"112",Hibernating
"13724.0","636 days 21:22:00",1,213.01,1,1,1,"111",Hibernating
"16911.0","635 days 00:32:00",2,255.25,1,2,1,"121",Hibernating
"13688.0","634 days 22:39:00",1,375.50,1,2,2,"122",Hibernating
"13543.0","633 days 23:16:00",2,1439.61,1,2,3,"123",At-Risk
"18051.0","633 days 22:52:00",7,2282.28,1,4,3,"143",Other
"13530.0","633 days 22:40:00",1,402.98,1,1,2,"112",Hibernating
"12366.0","633 days 02:22:00",1,500.24,1,1,2,"112",Hibernating
"14604.0","632 days 23:50:00",1,136.36,1,1,1,"111",Hibernating
"17568.0","632 days 20:05:00",1,382.79,1,1,2,"112",Hibernating
"17479.0","632 days 03:24:00",1,389.26,1,1,2,"112",Hibernating
"13612.0","632 days 00:36:00",1,791.29,1,1,2,"112",Hibernating
"13902.0","631 days 23:41:00",5,34023.26,1,3,4,"134",Other
"17933.0","631 days 21:39:00",1,105.99,1,1,1,"111",Hibernating
"18131.0","631 days 04:02:00",1,222.96,1,1,1,"111",Hibernating
"18187.0","631 days 03:01:00",1,724.89,1,1,2,"112",Hibernating
"15496.0","630 days 23:34:00",1,146.14,1,2,1,"121",Hibernating
"13128.0","630 days 21:42:00",1,263.5,1,1,1,"111",Hibernating
"16452.0","630 days 00:11:00",2,332.17,1,2,1,"121",Hibernating
"16508.0","629 days 23:09:00",1,248.80,1,1,1,"111",Hibernating
"17916.0","628 days 00:24:00",2,43.87,1,2,1,"121",Hibernating
"17285.0","627 days 23:12:00",2,420.84,1,2,2,"122",Hibernating
"17587.0","627 days 22:34:00",1,178.71,1,1,1,"111",Hibernating
"17539.0","627 days 21:27:00",3,1211.57,1,3,3,"133",Other
"16397.0","627 days 21:14:00",1,127.88,1,1,1,"111",Hibernating
"12796.0","627 days 21:01:00",1,351.00,1,2,2,"122",Hibernating
"12368.0","627 days 20:54:00",1,917.70,1,1,3,"113",Other
"14928.0","627 days 03:36:00",1,223.91,1,1,1,"111",Hibernating
"12533.0","627 days 01:54:00",2,1188.19,1,2,3,"123",At-Risk
"14596.0","626 days 00:37:00",1,229.47,1,1,1,"111",Hibernating
"16296.0","625 days 23:39:00",4,1313.67,1,3,3,"133",Other
"16970.0","625 days 23:00:00",1,71.40,1,1,1,"111",Hibernating
"16578.0","625 days 21:39:00",1,156.60,1,1,1,"111",Hibernating
"16615.0","625 days 21:37:00",1,264.50,1,1,1,"111",Hibernating
"13445.0","625 days 21:16:00",1,241.90,1,1,1,"111",Hibernating
"13896.0","625 days 03:55:00",1,388.55,1,1,2,"112",Hibernating
"16077.0","625 days 02:08:00",1,2300.40,1,1,4,"114",Other
"12742.0","625 days 00:07:00",1,1201.52,1,1,3,"113",Other
"16002.0","624 days 23:42:00",1,169.21,1,1,1,"111",Hibernating
"16741.0","624 days 21:35:00",1,173.06,1,1,1,"111",Hibernating
"17072.0","624 days 20:17:00",1,282.05,1,1,1,"111",Hibernating
"12663.0","624 days 03:10:00",2,185.40,1,2,1,"121",Hibernating
"13459.0","624 days 02:26:00",2,1160.41,1,2,3,"123",At-Risk
"16090.0","623 days 23:45:00",1,205.91,1,1,1,"111",Hibernating
"15698.0","623 days 19:12:00",1,46.20,1,2,1,"121",Hibernating
"14330.0","623 days 03:40:00",1,200.63,1,1,1,"111",Hibernating
"15911.0","623 days 00:44:00",8,1679.94,1,4,3,"143",Other
"18166.0","623 days 00:24:00",1,175.50,1,1,1,"111",Hibernating
"14074.0","622 days 22:55:00",1,219.40,1,1,1,"111",Hibernating
"15848.0","621 days 01:56:00",1,139.94,1,2,1,"121",Hibernating
"13825.0","621 days 01:48:00",2,255.59,1,2,1,"121",Hibernating
"13053.0","621 days 01:22:00",1,127.65,1,1,1,"111",Hibernating
"14378.0","621 days 00:28:00",1,131.25,1,1,1,"111",Hibernating
"14771.0","620 days 23:58:00",2,594.62,1,2,2,"122",Hibernating
"15231.0","620 days 21:38:00",1,250.26,1,1,1,"111",Hibernating
"14809.0","620 days 21:06:00",2,668.91,1,2,2,"122",Hibernating
"16502.0","619 days 23:06:00",2,266.50,1,2,1,"121",Hibernating
"12496.0","619 days 22:44:00",2,54.09,1,2,1,"121",Hibernating
"13412.0","619 days 20:22:00",1,487.35,1,1,2,"112",Hibernating
"12861.0","619 days 01:11:00",1,68.25,1,1,1,"111",Hibernating
"15029.0","619 days 00:34:00",1,365.10,1,2,2,"122",Hibernating
"15575.0","619 days",1,30.10,1,1,1,"111",Hibernating
"17586.0","618 days 23:38:00",1,167.40,1,1,1,"111",Hibernating
"15742.0","618 days 21:25:00",1,156.87,1,1,1,"111",Hibernating
"14706.0","618 days 01:41:00",1,390.69,1,1,2,"112",Hibernating
"13179.0","618 days 01:10:00",1,572.31,1,1,2,"112",Hibernating
"16845.0","617 days 23:41:00",1,253.88,1,1,1,"111",Hibernating
"16704.0","617 days 22:48:00",2,695.66,1,2,2,"122",Hibernating
"13219.0","617 days 22:32:00",1,70.28,1,1,1,"111",Hibernating
"14200.0","616 days 23:49:00",1,379.20,1,1,2,"112",Hibernating
"17993.0","616 days 22:27:00",1,235.19,1,1,1,"111",Hibernating
"14694.0","616 days 17:04:00",1,244.31,1,1,1,"111",Hibernating
"17477.0","612 days 02:44:00",2,1144.30,1,2,3,"123",At-Risk
"15770.0","612 days 01:03:00",1,303.60,1,1,1,"111",Hibernating
"13071.0","611 days 23:13:00",1,129.22,1,1,1,"111",Hibernating
"14990.0","611 days 22:56:00",2,305.42,1,2,1,"121",Hibernating
"16941.0","611 days 01:37:00",1,33.00,1,1,1,"111",Hibernating
"12711.0","611 days 00:51:00",2,1213.05,1,2,3,"123",At-Risk
"15112.0","610 days 22:33:00",1,209.40,1,1,1,"111",Hibernating
"13640.0","610 days 21:17:00",1,405.00,1,1,2,"112",Hibernating
"13852.0","610 days 03:44:00",1,169.50,1,1,1,"111",Hibernating
"15309.0","610 days 01:39:00",4,797.96,1,3,2,"132",At-Risk
"15613.0","609 days 23:59:00",1,433.72,1,1,2,"112",Hibernating
"14160.0","609 days 22:20:00",7,8421.47,1,3,4,"134",Other
"13163.0","609 days 20:29:00",1,17.65,1,1,1,"111",Hibernating
"17529.0","609 days 18:59:00",2,1240.25,1,2,3,"123",At-Risk
"13197.0","609 days 03:36:00",1,373.01,1,2,2,"122",Hibernating
"18271.0","609 days 03:24:00",2,680.85,1,2,2,"122",Hibernating
"16944.0","609 days 01:47:00",1,101.36,1,1,1,"111",Hibernating
"12786.0","609 days 00:38:00",1,668.50,1,1,2,"112",Hibernating
"13180.0","606 days 23:13:00",1,86.10,1,1,1,"111",Hibernating
"14791.0","606 days 02:26:00",1,303.63,1,1,1,"111",Hibernating
"15546.0","606 days 00:59:00",2,730.30,1,2,2,"122",Hibernating
"12671.0","605 days 20:20:00",1,2622.48,1,2,4,"124",Other
"14172.0","604 days 23:24:00",3,402.72,1,2,2,"122",Hibernating
"12459.0","604 days 21:57:00",1,398.36,1,1,2,"112",Hibernating
"15982.0","604 days 21:03:00",1,324.51,1,1,1,"111",Hibernating
"17039.0","603 days 23:54:00",1,1954.99,1,1,3,"113",Other
"15771.0","603 days 22:54:00",3,1006.54,1,3,3,"133",Other
"17032.0","602 days 22:36:00",5,2910.22,1,3,4,"134",Other
"13661.0","602 days 21:52:00",1,325.24,1,1,1,"111",Hibernating
"13287.0","602 days 21:24:00",3,781.59,1,2,2,"122",Hibernating
"16840.0","602 days 21:02:00",2,139.85,1,2,1,"121",Hibernating
"12969.0","602 days 02:00:00",1,122.45,1,1,1,"111",Hibernating
"15979.0","602 days 01:15:00",1,329.22,1,1,1,"111",Hibernating
"17626.0","602 days 00:35:00",1,254.00,1,1,1,"111",Hibernating
"17842.0","601 days 22:27:00",1,430.69,1,1,2,"112",Hibernating
"13286.0","599 days 21:15:00",1,734.91,1,1,2,"112",Hibernating
"14845.0","599 days 02:31:00",1,150.00,1,1,1,"111",Hibernating
"17474.0","599 days 02:07:00",1,1047.00,1,1,3,"113",Other
"15273.0","599 days 01:19:00",1,228.96,1,1,1,"111",Hibernating
"15682.0","598 days 21:20:00",2,318.24,1,2,1,"121",Hibernating
"16548.0","598 days 20:35:00",1,30.15,1,1,1,"111",Hibernating
"12780.0","598 days 03:10:00",1,322.40,1,1,1,"111",Hibernating
"17825.0","598 days 00:49:00",4,731.96,1,3,2,"132",At-Risk
"14812.0","598 days 00:37:00",1,185.80,1,1,1,"111",Hibernating
"12983.0","597 days 23:52:00",1,490.08,1,1,2,"112",Hibernating
"13042.0","597 days 23:07:00",3,1536.29,1,3,3,"133",Other
"18134.0","597 days 22:48:00",2,445.00,1,2,2,"122",Hibernating
"17622.0","597 days 00:14:00",2,1130.21,1,2,3,"123",At-Risk
"15455.0","597 days 00:07:00",1,38.25,1,1,1,"111",Hibernating
"17681.0","596 days 19:28:00",5,731.20,1,3,2,"132",At-Risk
"13625.0","596 days 02:00:00",1,301.26,1,1,1,"111",Hibernating
"13935.0","596 days 01:29:00",3,6116.92,1,3,4,"134",Other
"14917.0","596 days 01:22:00",2,1123.75,1,2,3,"123",At-Risk
"13698.0","596 days 00:58:00",2,465.53,1,2,2,"122",Hibernating
"14556.0","595 days 21:53:00",3,828.59,1,2,2,"122",Hibernating
"17729.0","595 days 21:47:00",1,438.65,1,1,2,"112",Hibernating
"17240.0","595 days 21:06:00",1,130.60,1,1,1,"111",Hibernating
"17057.0","595 days 17:29:00",1,288.79,1,1,1,"111",Hibernating
"15474.0","595 days 01:36:00",1,163.10,1,1,1,"111",Hibernating
"16028.0","595 days 01:05:00",1,82.20,1,1,1,"111",Hibernating
