"stock_code","description","sales_2011","sales_growth_rate","relative_market_share","bcg_quadrant"
"22629",spaceboy lunch box,24066.77,0.63904278496236914672,0.14285526884375578739,Star
"21621",vintage union jack bunting,23952.15,-0.32754267123803021098,0.14217490870756504438,Cash Cow
"48138",doormat union flag,23900.38,0.25467964443259196419,0.14186761291057852574,Cash Cow
"21915",red  harmonica in box,23752.66,0.12813032981886868086,0.14099077815819590003,Cash Cow
"22722",set of 6 spice tins pantry design,23311.25,18.4892192189681551,0.13837066153181345477,Star
"48185",doormat fairy cake,23299.22,1.07235887697514420276,0.13829925399003737173,Star
"48187",doormat new england,23157.43,1.12773622698371862251,0.13745761846647703799,Star
"22961",jam making set printed,22968.14,3.3543561306223044,0.13633403296499783937,Star
"21181",please one person metal sign,22881.04,-0.05654961074132120758,0.13581702574232977344,Cash Cow
"22326",round snack boxes set of4 woodland,22759.45,0.03018757924058493980,0.13509529315674756751,Cash Cow
"22139",retrospot tea set ceramic 11 pc,22606.33,1.4445776930945960,0.13418640514371732348,Star
"22090",paper bunting retrospot,22332.97,5.4278823045196423,0.13256379786026677810,Star
"20713",jumbo bag owls,22066.95,0.20543652174483057370,0.13098475926814095837,Cash Cow
"21929",jumbo bag pink vintage paisley,22057.55,-0.17998167207891787195,0.13092896285145806721,Cash Cow
"82482",wooden picture frame white finish,21792.93,0.16642652607916075682,0.12935823436394459297,Cash Cow
"85066",cream sweetheart mini chest,21523.37,0.36757561470904809529,0.12775818307872755678,Cash Cow
"20727",lunch bag  black skull.,21370.91,-0.10740430273785910620,0.12685321268644313277,Cash Cow
"15056N",edwardian parasol natural,21358.12,-0.31272484821337781708,0.12677729394502034788,Cash Cow
"21731",red toadstool led night light,21226.17,-0.17859734216877820332,0.12599406658530678532,Cash Cow
"22697",green regency teacup and saucer,21211.68,1.1533082793779960,0.12590805700256900948,Star
"20712",jumbo bag woodland animals,21160.12,0.29616536918145415944,0.12560200772127434267,Cash Cow
"21733",red hanging heart t-light holder,21106.62,-0.23390924563002453262,0.12528444300930256853,Cash Cow
"48194",doormat hearts,20992.21,0.31342423516265287518,0.12460532938880367734,Cash Cow
"20728",lunch bag cars blue,20821.17,-0.01555543052372628683,0.12359007203673541102,Cash Cow
"22630",dolly girl lunch box,20624.28,0.54422824078372412719,0.12242137453878919401,Star
"20724",red retrospot charlotte bag,20462.09,3.2011004691365629,0.12145864891944896883,Star
"21523",doormat fancy font home sweet home,19819.96,0.34026866287306304753,0.11764710072321653283,Cash Cow
"21166",cook with wine metal sign,19811.20,0.06772674749495541797,0.11759510321149928533,Cash Cow
"84347",rotating silver angels t-light hldr,19724.17,-0.60841448941255135495,0.11707851149406183668,Cash Cow
"22728",alarm clock bakelike pink,19269.67,2.4180626507733787,0.11438069538955396107,Star
"22111",scottie dog hot water bottle,19253.04,-0.22396532619950978476,0.11428198321833731427,Cash Cow
"21843",red retrospot cake stand,19223.25,-0.37573047806998885143,0.11410515606376461985,Cash Cow
"22501",picnic basket wicker large,18620.93,0.52538550513788403062,0.11052991162797323671,Star
"21212",pack of 72 retrospot cake cases,18577.52,0.79486010202504251043,0.11027223902710043830,Star
"15036",assorted colours silk fan,18433.72,0.29736539471220910182,0.10941867256763237997,Cash Cow
"22659",lunch box i love london,18035.08,0.36982330990681293241,0.10705242963715708947,Cash Cow
"82494L",wooden frame antique white,17744.56,-0.29074471852519207725,0.10532796421431522364,Cash Cow
"22189",cream heart card holder,17742.26,-0.47571873381221833445,0.10531431189959494176,Cash Cow
"22467",gumball coat rack,17537.56,0.51165793506724107317,0.10409925588948985455,Star
"22698",pink regency teacup and saucer,17531.10,1.6665013833604327,0.10406091069249288892,Star
"21108",fairy cake flannel assorted colour,17398.84,1.4089808362489945,0.10327584323818659271,Star
"22382",lunch bag spaceboy design,17338.43,0.07857180181345860995,0.10291726222416388476,Cash Cow
"20726",lunch bag woodland,17147.55,-0.17269224144627303706,0.10178423881816066519,Cash Cow
"22969",homemade jam scented candles,16955.65,2.0808289119848826,0.10064516090736845104,Star
"22384",lunch bag pink polkadot,16870.60,4.5895673954602532,0.10014032205216846244,Star
"22385",jumbo bag spaceboy design,16655.64,0.03491483950581996840,0.09886436484683290042,Dog
"20914",set/5 red retrospot lid glass bowls,16170.24,1.0888679330590416,0.09598313286195254218,Question Mark
"84978",hanging heart jar t-light holder,16129.80,0.34309455153158809369,0.09574308955443593384,Dog
"82583",hot baths metal sign,16087.20,0.38683356393777559386,0.09549022494266027817,Question Mark
"21623",vintage union jack memoboard,16010.46,-0.55664764358485356916,0.09503471249412356888,Dog
"22865",hand warmer owl design,15878.66,-0.10274088326453577897,0.09425237550276132905,Dog
"22077","6 ribbons rustic charm",15718.98,-0.03770930568547458947,0.09330454871383323757,Dog
"22693",grow a flytrap or sunflower in tin,15418.44,2.0347436543427600,0.09152060668512301329,Question Mark
"22492",mini paint set vintage,15321.02,0.18183367955463572711,0.09094234211988394345,Dog
"84078A",set/4 white retro storage cubes,15308.15,-0.44695290583515326241,0.09086594851534045311,Dog
"22624",ivory kitchen scales,15199.25,0.16661370593129534283,0.09021954109228015025,Dog
"20719",woodland charlotte bag,15139.15,0.20211421996749186304,0.08986280017285017594,Dog
"71477",colour glass. star t-light holder,15096.88,-0.40015909002413368648,0.08961189437144743028,Dog
"21754",home building block word,15031.20,-0.50562125915415689006,0.08922203174934825037,Dog
"22084",paper chain kit empire,14739.41,0.49907600741634993943,0.08749002787446518541,Question Mark
"85152",hand over the chocolate   sign,14619.98,-0.10724766888735550765,0.08678111659314202681,Dog
"22835",hot water bottle i am so poorly,14501.10,0.02416999084673363995,0.08607546999577371823,Dog
"22197",small popcorn holder,14424.36,-0.51377092184022191233,0.08561995754723700893,Dog
"22379",recycling bag retrospot,14334.90,-0.31978460723752328692,0.08508894186250813203,Dog
"22328",round snack boxes set of 4 fruits,14301.27,-0.44908643143333825131,0.08488932127814157569,Dog
"21485",retrospot heart hot water bottle,14202.44,0.11159776466352550757,0.08430268725040007218,Dog
"22900",set 2 tea towels i love london,13957.19,1.1188929136392481,0.08284693499598740663,Question Mark
"22847",bread bin diner style ivory,13443.84,1.8581414631035143,0.07979979770831057948,Question Mark
"82483",wood 2 drawer cabinet white finish,13412.66,-0.10898458337512945727,0.07961471980701562775,Dog
"20971",pink blue felt craft trinket box,13371.55,-0.04913422222222222222,0.07937069952086311121,Dog
"48184",doormat english rose,13278.05,0.56428039602840622600,0.07881570324853860875,Question Mark
"22171","3 hook photo shelf antique white",13103.69,0.20584957627703540242,0.07778073907696106597,Dog
"21930",jumbo storage bag skulls,12971.88,-0.08473026387275854916,0.07699834272770873796,Dog
"22507",memo board retrospot  design,12934.71,-0.05529859003713888189,0.07677770945025096516,Dog
"84029E",red woolly hottie white heart.,12853.25,-0.58391010069095542457,0.07629418007759263392,Dog
"22551",plasters in tin spaceboy,12811.31,-0.06307541654508369662,0.07604523308656279827,Dog
"84077",world war 2 gliders asstd designs,12667.72,0.05197631921394007389,0.07519291314278659176,Dog
"22554",plasters in tin woodland animals,12598.89,0.17412284830021424970,0.07478435278530963450,Dog
"22499",wooden union jack bunting,12570.46,0.34584772456205340796,0.07461559830378893284,Dog
"22941",christmas lights 10 reindeer,12405.76,0.21155205887752989386,0.07363797385403657396,Dog
"22083",paper chain kit retrospot,12395.28,0.58443796225045186460,0.07357576678522415914,Question Mark
"21479",white skull hot water bottle,12365.72,-0.34694295734964586987,0.07340030486212349290,Dog
"22866",hand warmer scotty dog design,12334.95,-0.31819425489965226937,0.07321766063432215664,Dog
"22427",enamel flower jug cream,12308.35,0.70741569978748078726,0.07305976864668759230,Question Mark
"21524",doormat spotty home sweet home,12273.75,0.24673808926436485049,0.07285439034698248230,Dog
"22607",wooden rounders garden set,12183.78,0.11211334560112162636,0.07232034740985910811,Dog
"22625",red kitchen scales,12162.08,0.02348995830160019187,0.07219154078836775300,Dog
"21232",strawberry ceramic trinket box,11933.02,-0.63099546328962988595,0.07083188895800785424,Dog
"47590B",pink happy birthday bunting,11886.50,-0.32827479107659131032,0.07055575605331763119,Dog
"48188",doormat welcome puppies,11862.55,0.39585686717499764662,0.07041359390655643511,Question Mark
"22558",clothes pegs retrospot pack 24,11765.59,0.40108580193105550713,0.06983805980426142165,Question Mark
"20723",strawberry charlotte bag,11740.12,0.37647010546185727769,0.06968687525820682188,Dog
"22087",paper bunting white lace,11722.10,-0.13855341114359329368,0.06957991234026791777,Dog
"21790",vintage snap cards,11687.87,0.01245047270736494880,0.06937673028249607051,Dog
"22424",enamel bread bin cream,11686.23,0.21481891903411010496,0.06936699558852160865,Dog
"21755",love building block word,11665.77,-0.46339357586741429353,0.06924554934540118811,Dog
"22191",ivory diner wall clock,11656.67,3.9832291657760412,0.06919153366542094241,Question Mark
"20749",assorted colour mini cases,11572.24,0.11389461343210456454,0.06869037499940642110,Dog
"21936",red retrospot picnic bag,11561.81,0.42417691519344094286,0.06862846472004444719,Question Mark
"22273",feltcraft doll molly,11560.48,0.50993038412810365320,0.06862057012066271897,Question Mark
"22193",red diner wall clock,11501.79,1.8793057697314401,0.06827219866373517833,Question Mark
"22149",feltcraft 6 flower friends,11439.53,-0.17550738289958002484,0.06790263644004615670,Dog
"21977",pack of 60 pink paisley cake cases,11353.23,-0.31091061381307015787,0.06739037784858514533,Dog
"22568",feltcraft cushion owl,11313.19,0.16112388910955311901,0.06715270885667206428,Dog
"20750",red retrospot mini cases,11292.09,1.5144828784052801,0.06702746370858600009,Question Mark
"21430",set/3 red gingham rose storage box,11289.63,0.73939228664398757580,0.06701286166762430729,Question Mark
"22692",doormat welcome to our home,11022.82,1.1964284290986187,0.06542913380218152118,Question Mark
"47566B",tea time party bunting,10994.51,-0.24558153194601979347,0.06526109161534187770,Dog
"22605",wooden croquet garden set,10826.92,-0.16179873575987953719,0.06426631273535403420,Dog
"21340",classic metal birdcage plant holder,10822.10,0.30925750953019841928,0.06423770223233153044,Dog
"21217",red retrospot round cake tins,10756.24,1.1507533267348510,0.06384677116821076325,Question Mark
"22662",lunch bag dolly girl design,10693.56,0.86703913540693664831,0.06347471591313803796,Question Mark
"22413",metal sign take it or leave it,10691.63,0.15228789657071479457,0.06346325984035101882,Dog
"22622",box of vintage alphabet blocks,10685.77,-0.50248228782992219542,0.06342847611675934412,Dog
"22502",picnic basket wicker small,10674.36,-0.04836045185752455466,0.06336074876416872836,Dog
"21216","set 3 retrospot tea,coffee,sugar",10673.01,3.3891507106198184,0.06335273544900682378,Question Mark
"22730",alarm clock bakelike ivory,10553.28,1.1045485999629076,0.06264204343098101972,Question Mark
"21080",set/20 red retrospot paper napkins,10549.52,2.2079451188362079,0.06261972486430786326,Question Mark
"22158","3 hearts hanging decoration rustic",10506.22,-0.47336767950788528418,0.06236270520022603485,Dog
"22867",hand warmer bird design,10486.84,-0.44963047478296100908,0.06224766960923513797,Dog
"22356",charlotte bag pink polkadot,10468.74,2.4022554436139097,0.06214023182817552840,Question Mark
"22113",grey heart hot water bottle,10374.42,-0.00694744902842921413,0.06158036820886379501,Dog
"85014B",red retrospot umbrella,10360.29,0.93382436662491763744,0.06149649551016919373,Question Mark
"20711",jumbo bag toys,10285.69,-0.31738458700058268948,0.06105368565011135540,Dog
"21891",traditional wooden skipping rope,10250.59,0.94311456702316817494,0.06084533945590183630,Question Mark
"22041","record frame 7"" single size",10245.03,0.25565687391991763797,0.06081233646901280706,Dog
"22570",feltcraft cushion rabbit,10215.09,-0.10115621177857752514,0.06063461894608878991,Dog
"84755",colour glass t-light holder hanging,10212.05,-0.31573703310605085981,0.06061657414750198255,Dog
"82486",wood s/3 cabinet ant white finish,10190.28,-0.50377007508984485328,0.06048735202078001016,Dog
"22752",set 7 babushka nesting boxes,10112.15,-0.51131563940732435750,0.06002358882552104356,Dog
"22846",bread bin diner style red,10106.22,1.7993130669621217,0.05998838959669875158,Question Mark
"47590A",blue happy birthday bunting,10089.94,-0.29087058978974082536,0.05989175495163519116,Dog
"22970",london bus coffee mug,9942.76,34.2592645129259903,0.05901812552531732728,Question Mark
"85048","15cm christmas glass ball 20 lights",9941.22,-0.03669228711961766997,0.05900898441024374724,Dog
"22734",set of 6 ribbons vintage christmas,9941.10,-0.41934455108735269105,0.05900827211556268905,Dog
"22617",baking set spaceboy design,9930.40,-0.11592175911129233144,0.05894475917316833423,Dog
"22690",doormat home sweet home blue,9691.52,0.54960186754500975345,0.05752681789474184066,Question Mark
"22621",traditional knitting nancy,9660.19,1.2982832209591694,0.05734084962509556620,Question Mark
"84947",antique silver tea glass engraved,9633.05,0.10289386490564828024,0.05717975231139624003,Dog
"22988",soldiers egg cup,9538.38,3.3056054601099605,0.05661781116593142027,Question Mark
"48173C",doormat black flock,9528.79,0.42406299551505170169,0.05656088694933685365,Question Mark
"21914",blue harmonica in box,9524.44,0.10136762632937974035,0.05653506626714849445,Dog
"84029G",knitted union flag hot water bottle,9482.32,-0.49601642116765897376,0.05628505083409707152,Dog
"22169",family album white picture frame,9413.63,-0.08935047647976690171,0.05587732148708134880,Dog
"22556",plasters in tin circus parade,9363.26,-0.29762573635479154774,0.05557833579470717566,Dog
"22766",photo frame cornice,9353.74,1.4259197302729689,0.05552182708334322632,Question Mark
"82600",no singing metal sign,9335.52,-0.29649116725471253073,0.05541367700760255856,Dog
"21218",red spotty biscuit tin,9311.77,-0.11960755764481641019,0.05527270201864312612,Dog
"22561",wooden school colouring set,9297.15,-0.11074095116758202343,0.05518592078333420392,Dog
"22838","3 tier cake tin red and cream",9287.43,1.3763167388628903,0.05512822491416849093,Question Mark
"35970",zinc folkart sleigh bells,9281.30,0.55310611182136426616,0.05509183852754443532,Question Mark
"21559",strawberry lunch box with cutlery,9248.36,0.15946978387411817656,0.05489631363759396354,Dog
"22844",vintage cream dog food container,9160.02,3.0218567238623790,0.05437194603655496303,Question Mark
"20679",edwardian parasol red,9148.97,-0.40254160639711620405,0.05430635556800752183,Dog
"21791",vintage heads and tails card game,9145.85,-0.33481582765730743635,0.05428783590630000902,Dog
"22569",feltcraft cushion butterfly,8993.87,-0.24618203366163527389,0.05338571469273981775,Dog
"21174",pottering in the shed metal sign,8974.06,-0.10800927568730238721,0.05326812671247512904,Dog
"21155",red retrospot peg bag,8944.34,2.9584081997539366,0.05309171506313305190,Question Mark
"22560",traditional modelling clay,8863.33,-0.06205369047971791757,0.05261085679552868886,Dog
"22619",set of 6 soldier skittles,8850.17,0.19420988004156040427,0.05253274181217264124,Dog
"22791",t-light glass fluted antique,8849.50,1.5377020598128590,0.05252876483353673304,Question Mark
"22776",sweetheart cakestand 3 tier,8840.16,0.62279508544302054708,0.05247332456419437097,Question Mark
"22456",natural slate chalkboard large,8819.80,-0.32488682795246238187,0.05235247189997483225,Dog
"22144",christmas craft little friends,8818.77,1.2046814765926170,0.05234635803729574950,Question Mark
"22555",plasters in tin strongman,8797.50,-0.13097979250197807669,0.05222010380507818621,Dog
"20972",pink cream felt craft trinket box,8710.20,-0.44449085982039162814,0.05170190942460835664,Dog
"22952","60 cake cases vintage christmas",8626.48,-0.00879350937204484426,0.05120496516879009625,Dog
"22771",clear drawer knob acrylic edwardian,8545.70,3.4358911803331447,0.05072547213265776140,Question Mark
"22749",feltcraft princess charlotte doll,8459.74,0.15116671474681718475,0.05021523170945974823,Dog
"22759",set of 3 notebooks in parcel,8449.10,0.08927319045359846531,0.05015207491440592249,Dog
"84375",set of 20 kids cookie cutters,8437.50,0.14463118796098961251,0.05008321976190363128,Dog
"82582",area patrolled metal sign,8434.48,0.32438318565589665563,0.05006529367909700029,Dog
"21314",small glass heart trinket pot,8424.52,-0.43506725597370783970,0.05000617322056917094,Dog
"22966",gingerbread man cookie cutter,8419.45,3.0367889609144260,0.04997607877029446262,Question Mark
"84991","60 teatime fairy cake cases",8390.03,-0.53455978333530270981,0.04980144785765503094,Dog
"22947",wooden advent calendar red,8272.54,0.70944618137709714815,0.04910405200700897966,Question Mark
"21481",fawn blue hot water bottle,8260.72,-0.50055532681451600714,0.04903389098092474844,Dog
"22729",alarm clock bakelike orange,8249.17,1.0502676800564688,0.04896533261787289814,Question Mark
"84378",set of 3 heart cookie cutters,8179.28,0.18223485182460334553,0.04855048032404659357,Dog
"22633",hand warmer union jack,8100.26,-0.29669797273185864604,0.04808143427656977876,Dog
"48116",doormat multicolour stripe,8094.43,0.43953184799465050436,0.04804682862664836861,Question Mark
"21035",set/2 red retrospot tea towels,8059.78,1.7291036715234300,0.04784115353749281770,Question Mark
"21889",wooden box of dominoes,8059.34,-0.09361395364006779333,0.04783854179032893768,Dog
"85150",ladies & gentlemen metal sign,8039.48,-0.31483904067852367239,0.04772065702061380807,Dog
"71459",hanging jam jar t-light holder,8020.52,-0.51374373045931262857,0.04760811446100661484,Dog
"21770",open closed metal sign,7938.78,0.25544280136443641091,0.04712292306742581451,Dog
"22192",blue diner wall clock,7917.33,0.97526838529725090626,0.04699560039318666394,Question Mark
"22147",feltcraft butterfly hearts,7875.16,-0.18713228159849382543,0.04674528817068480011,Dog
"22487",white wood garden plant ladder,7659.30,-0.14037037037037037037,0.04546398875524130169,Dog
"22725",alarm clock bakelike chocolate,7644.23,1.5557695329608789,0.04537453641487841130,Question Mark
"22652",travel sewing kit,7638.33,-0.20656801998556136679,0.04533951525972638387,Dog
"21213",pack of 72 skull cake cases,7523.47,-0.44221962407224669212,0.04465773053417352448,Dog
"84945",multi colour silver t-light holder,7499.48,-0.32417390301313176098,0.04451533095585197567,Dog
"84380",set of 3 butterfly cookie cutters,7472.75,0.15800394537224571642,0.04435666731564626496,Dog
"21210",set of 72 retrospot paper  doilies,7468.60,1.1102151297163814,0.04433203379125966940,Question Mark
"22768",family photo frame cornice,7456.36,0.85126995555776249472,0.04425937973379173453,Question Mark
"21136",painted metal pears assorted,7416.13,-0.23071664707877651237,0.04402058294196697802,Dog
"21121",set/10 red polkadot party candles,7404.69,1.0726217733764016,0.04395267751570609772,Question Mark
"72741",grand chocolatecandle,7391.51,-0.60276545593102106579,0.04387444381656987373,Dog
"22352",lunch box with cutlery retrospot,7376.26,0.01955694514131064291,0.04378392303418539606,Dog
"21668",red stripe ceramic drawer knob,7348.22,0.17869305012182778572,0.04361748351037813350,Dog
"22667",recipe box retrospot,7297.30,0.78546873661932200487,0.04331523313404911034,Question Mark
"22188",black heart card holder,7287.03,-0.71695655163064904738,0.04325427258092854735,Dog
"22909",set of 20 vintage christmas napkins,7233.11,-0.15366785156825899031,0.04293421483757306956,Dog
"71053",white metal lantern,7232.33,-0.38352610049463976876,0.04292958492214619136,Dog
"22616",pack of 12 london tissues,7230.82,0.30679674114985072037,0.04292062188074287587,Dog
"22173",metal 4 hook hanger french chateau,7215.97,-0.11524106593296108565,0.04283247541396192547,Dog
"22632",hand warmer red retrospot,7192.88,-0.28718365955490105334,0.04269541804574831305,Dog
"22557",plasters in tin vintage paisley,7159.78,-0.32926194062848963135,0.04249894342955643036,Dog
"22795",sweetheart recipe book stand,7155.18,0.56367299841779067633,0.04247163880011586660,Question Mark
"84970S",hanging heart zinc t-light holder,7141.84,-0.49676752915213082364,0.04239245537473823170,Dog
"21908",chocolate this way metal sign,7121.35,-0.32985116482159728679,0.04227083105794754662,Dog
"22741",funky diva pen,7079.21,2.2630906945443148,0.04202069690911594733,Question Mark
"22950","36 doilies vintage christmas",7061.73,0.87627833323148293297,0.04191693931724180505,Question Mark
"22654",deluxe sewing kit,7039.79,-0.36793598006065840769,0.04178670810638833356,Dog
"22485",set of 2 wooden market crates,7037.36,-0.09107159463117760717,0.04177228413909690532,Dog
"22940",feltcraft christmas fairy,7023.55,-0.22532865530100402692,0.04169031089288512586,Dog
"21955",doormat union jack guns and roses,7021.44,-0.06080382449996722851,0.04167778637807651944,Dog
"21787",rain poncho retrospot,7010.03,4.0456917462625332,0.04161005902548590369,Question Mark
"21169",you're confusing me metal sign,6989.36,-0.05965482539460442689,0.04148736626667363133,Dog
"22381",toy tidy pink polkadot,6969.26,1.0110518600597897,0.04136805690759638534,Question Mark
"22631",circus parade lunch box,6966.63,0.28699926843867077523,0.04135244578250319345,Dog
"22767",triple photo frame cornice,6944.22,1.5497036944564794,0.04121942475081557741,Question Mark
"22367",childrens apron spaceboy design,6935.08,0.46663677736985467034,0.04116517163927497899,Question Mark
"22750",feltcraft princess lola doll,6905.00,0.32369207529229536449,0.04098662310588972729,Dog
"22627",mint kitchen scales,6901.69,-0.08258684379482094221,0.04096697564427053902,Dog
"21669",blue stripe ceramic drawer knob,6901.37,0.04021831204574846184,0.04096507619178771719,Dog
"22663",jumbo bag dolly girl design,6891.29,0.48500938462300967338,0.04090524343857882965,Question Mark
"20969",red floral feltcraft shoulder bag,6852.75,0.38919296965273976768,0.04067647813017897591,Question Mark
"21922",union stripe with fringe  hammock,6827.66,0.52738604434740590941,0.04052754918394772707,Question Mark
"75049L",large circular mirror mobile,6820.45,0.12096225466187632099,0.04048475214519414779,Dog
"48111",doormat 3 smiley cats,6820.39,-0.25568165076441052157,0.04048439599785361869,Dog
"84406B",cream cupid hearts coat hanger,6803.26,-0.57155398477982129767,0.04038271593213256279,Dog
"22333",retrospot party bag + sticker set,6751.77,1.8894837525196112,0.04007708215606851325,Question Mark
"84836",zinc metal heart decoration,6742.90,-0.58832568847948100061,0.04002443170756029574,Dog
"21231",sweetheart ceramic trinket box,6689.94,-0.59824426967479713856,0.03971007232165328344,Dog
"22580",advent calendar gingham sack,6687.78,-0.00667781616399860978,0.03969725101739423611,Dog
"21877",home sweet home mug,6649.20,-0.24498393268761284022,0.03946824827743402964,Dog
"22505",memo board cottage design,6621.00,-0.43587113221115340965,0.03930085902738535617,Dog
"22668",pink baby bunting,6595.20,0.50893666090107898855,0.03914771567095784640,Question Mark
"22946",wooden advent calendar cream,6588.42,-0.25946182897221472889,0.03910747102147805895,Dog
"22553",plasters in tin skulls,6509.47,-0.07269733140165161636,0.03863884047923186142,Dog
"21094",set/6 red spotty paper plates,6490.90,-0.27361866798568477407,0.03852861287733810729,Dog
"22170",picture frame wood triple portrait,6483.45,-0.27003136744496060492,0.03848439124922241164,Dog
"21912",vintage snakes & ladders,6482.95,-0.13426419901794382489,0.03848142335471800254,Dog
"21672",white spot red ceramic drawer knob,6406.22,-0.17544968369297302863,0.03802597026407138142,Dog
"22840",round cake tin vintage red,6405.15,0.83802513774104683196,0.03801961896983194594,Question Mark
"22637",piggy bank retrospot,6381.08,0.15298496675339693553,0.03787674452838969167,Dog
"22634",childs breakfast set spaceboy,6375.15,-0.35850129302971452721,0.03784154529956739970,Dog
"22620","4 traditional spinning tops",6372.55,0.28194528263930798632,0.03782611224814447236,Dog
"21165",beware of the cat metal sign,6354.66,-0.23873403861520049740,0.03771992098277671461,Dog
"22968",rose cottage keepsake box,6350.04,0.12350914813772896884,0.03769249763755597449,Dog
"22839","3 tier cake tin green and cream",6295.51,1.1696086405117036,0.03736881906290511760,Question Mark
"22655",vintage red kitchen cabinet,6285,-0.08315098468271334792,0.03730643392042243823,Dog
"21326",aged glass silver t-light holder,6256.03,0.20521499576173229560,0.03713447411283697474,Dog
"84988",set of 72 pink heart paper doilies,6246.68,-0.03912161341083923883,0.03707897448560452450,Dog
"21533",retrospot large milk jug,6227.97,1.7798845726375554,0.03696791587324953582,Question Mark
"21871",save the planet mug,6222.93,-0.07639047616220564532,0.03693799949664509205,Dog
"20676",red retrospot bowl,6207.84,3.2019250294440158,0.03684842844050202529,Question Mark
"85014A",black/blue polkadot umbrella,6202.93,0.78784551088053033578,0.03681928371646872789,Question Mark
"22303",coffee mug apples design,6195.61,0.04250196028281917274,0.03677583374092417861,Dog
"22585",pack of 6 birdy gift tags,6191.04,-0.62956474288093973032,0.03674870718515387939,Dog
"22508",doorstop retrospot heart,6181.81,0.10271709852693017100,0.03669391985260248733,Dog
"84949",silver hanging t-light holder,6140.64,-0.50216987533654754309,0.03644954341910944170,Dog
"22151",place setting white heart,6136.88,0.12008731631906229866,0.03642722485243628524,Dog
"22294",heart filigree dove  small,6130.65,-0.53942252864029858483,0.03639024488691134780,Dog
"21484",chick grey hot water bottle,6099.06,-0.42401164997931788691,0.03620273331212278061,Dog
"21380",wooden happy birthday garland,6092.15,-0.26315184721541876062,0.03616171701007184679,Dog
"21888",bingo set,6046.76,-0.14889508205951073952,0.03589229154696158832,Dog
"84970L",single heart zinc t-light holder,6046.31,-0.42866740623009745985,0.03588962044190762013,Dog
"47556B",tea time tea towels,6045.00,-0.14673359173637243914,0.03588184455830606828,Dog
"22895",set of 2 tea towels apple and pears,6004.69,1.1302065041169563,0.03564257290336060631,Question Mark
"20718",red retrospot shopper bag,5992.22,1.0084935510685651,0.03556855361442064325,Question Mark
"22784",lantern cream gazebo,5963.31,1.9510233773431778,0.03539694995417570885,Question Mark
